chrom,donor,acceptor,intron_length,read_count
chr15,72499618,72500961,1343,5
chr15,72502200,72502687,487,5
chr15,72511451,72523456,12005,5
chr15,73028307,73029102,795,5
chr15,75687204,75688598,1394,6
chr15,76152323,76161291,8968,5
chr15,76161351,76165768,4417,9
chr15,76508938,76518189,9251,6
chr15,76566835,76576097,9262,7
chr15,76576166,76577977,1811,5
chr15,76578079,76578711,632,10
chr15,77346621,77348130,1509,5
chr15,78762943,78764082,1139,5
chr15,78839040,78841131,2091,5
chr15,79172921,79178482,5561,10
chr15,79178569,79179610,1041,10
chr15,79179691,79183330,3639,8
chr15,79183356,79183825,469,13
chr15,79183914,79184553,639,17
chr15,79186572,79187161,589,5
chr15,80412840,80414053,1213,7
chr15,83820113,83826166,6053,6
chr15,85214013,85223943,9930,6
chr15,85224063,85230855,6792,10
chr15,85231005,85234765,3760,8
chr15,85234875,85259255,24380,11
chr15,89836294,89837063,769,5
chr15,89837228,89838145,917,7
chr15,89843197,89843530,333,6
chr15,89847146,89848345,1199,5
chr15,89850760,89850843,83,6
chr15,89856203,89857842,1639,6
chr15,89858620,89859627,1007,15
chr15,90144622,90144719,97,5
chr15,91020050,91020298,248,8
chr15,91354636,91358331,3695,6
chr15,91449246,91449599,353,8
chr15,91455894,91456106,212,7
chr15,91456985,91459352,2367,6
chr15,91461985,91462864,879,9
chr15,91513744,91517365,3621,6
chr15,91517476,91517814,338,23
chr15,91517961,91519905,1944,8
chr15,91523619,91524113,494,13
chr15,91527370,91527922,552,6
chr15,93444054,93444396,342,20
chr15,93444529,93467550,23021,7
chr15,93467782,93470473,2691,10
chr15,93470560,93472259,1699,15
chr15,93472321,93480747,8426,16
chr15,93480855,93482807,1952,16
chr15,93482948,93485051,2103,7
chr15,93485185,93486072,887,10
chr15,93486298,93487644,1346,5
chr15,93487745,93489050,1305,5
chr15,93489095,93489267,172,6
chr15,93489446,93492181,2735,5
chr15,93524141,93524594,453,6
chr15,93527730,93528727,997,13
chr15,93534747,93536088,1341,5
chr15,93536228,93540186,3958,7
chr15,93540325,93540482,157,7
chr15,93541851,93543741,1890,8
chr15,93543870,93545406,1536,6
chr15,93545547,93547846,2299,12
chr15,93547981,93552374,4393,6
chr15,93555674,93557925,2251,7
chr15,93563488,93567601,4113,5
chr15,101821987,101825171,3184,11
chr15,102515368,102516126,758,6
chr16,239338,239966,628,9
chr16,239338,239929,591,6
chr16,240134,240539,405,15
chr16,240569,242925,2356,34
chr16,243014,249060,6046,9
chr16,249237,256002,6765,16
chr16,256146,258076,1930,5
chr16,258187,258599,412,5
chr16,722825,722927,102,7
chr16,843064,843143,79,5
chr16,843274,844053,779,6
chr16,847092,847693,601,5
chr16,1370284,1370438,154,5
chr16,1735588,1741843,6255,5
chr16,1741986,1747812,5826,10
chr16,1747861,1748811,950,6
chr16,1818108,1818199,91,7
chr16,1818627,1818703,76,6
chr16,2011292,2011497,205,6
chr16,2012271,2012497,226,17
chr16,2012657,2012736,79,18
chr16,2012910,2013149,239,24
chr16,2014366,2014449,83,41
chr16,2014629,2014807,178,97
chr16,2034944,2035866,922,5
chr16,2204923,2205143,220,5
chr16,2304064,2305585,1521,8
chr16,2806607,2807472,865,15
chr16,2807580,2807781,201,16
chr16,2808548,2808985,437,30
chr16,2809048,2809140,92,38
chr16,2809173,2809352,179,33
chr16,2809403,2809569,166,17
chr16,2810500,2811561,1061,9
chr16,2820466,2820604,138,12
chr16,2820718,2820858,140,8
chr16,3712968,3713424,456,7
chr16,3781938,3786036,4098,5
chr16,4493165,4494664,1499,6
chr16,4896211,4897228,1017,5
chr16,4909969,4910664,695,5
chr16,4920973,4921155,182,5
chr16,8988712,8988887,175,6
chr16,8989598,8990855,1257,8
chr16,8990956,8992216,1260,5
chr16,8996044,8996237,193,5
chr16,8997259,8998291,1032,12
chr16,9009201,9009301,100,6
chr16,9009382,9010358,976,9
chr16,9024254,9057063,32809,5
chr16,10522873,10524467,1594,10
chr16,10525312,10527381,2069,5
chr16,11931970,11933551,1581,25
chr16,11933842,11935551,1709,24
chr16,11935677,11935763,86,6
chr16,11935857,11940357,4500,6
chr16,11941663,11944135,2472,18
chr16,11944275,11945264,989,7
chr16,11970032,11971263,1231,5
chr16,11971437,11976871,5434,7
chr16,11980468,11980633,165,10
chr16,11980788,11981426,638,5
chr16,11981607,11984918,3311,10
chr16,14702176,14702914,738,6
chr16,15092262,15095632,3370,8
chr16,15123913,15125591,1678,6
chr16,18794424,18796059,1635,12
chr16,18796145,18799384,3239,17
chr16,18799464,18800302,838,13
chr16,18800440,18801631,1191,37
chr16,18810156,18812752,2596,13
chr16,18856973,18858774,1801,8
chr16,19721908,19722693,785,5
chr16,19722762,19725439,2677,5
chr16,20748608,20749029,421,5
chr16,20775447,20781305,5858,5
chr16,20796429,20797399,970,7
chr16,20803657,20807691,4034,5
chr16,20807811,20808207,396,16
chr16,23693478,23695190,1712,5
chr16,23847669,23848695,1026,5
chr16,24104268,24105483,1215,5
chr16,24124390,24135155,10765,13
chr16,24135302,24166004,30702,6
chr16,24762134,24769659,7525,5
chr16,28838307,28840721,2414,7
chr16,28841379,28841935,556,5
chr16,28842393,28843525,1132,5
chr16,28844675,28844759,84,5
chr16,28844829,28845385,556,5
chr16,28846014,28846378,364,11
chr16,28846508,28846598,90,5
chr16,28846720,28846869,149,7
chr16,28847079,28847253,174,6
chr16,29811369,29814089,2720,5
chr16,29814258,29814769,511,9
chr16,29815386,29816134,748,6
chr16,29816347,29816435,88,6
chr16,29818214,29818298,84,5
chr16,30075826,30078554,2728,7
chr16,30077248,30078554,1306,31
chr16,30078687,30078770,83,11
chr16,30078982,30079966,984,28
chr16,30080021,30080138,117,25
chr16,30080299,30080626,327,5
chr16,30080710,30080819,109,16
chr16,30080994,30081150,156,27
chr16,30081350,30081437,87,33
chr16,31193743,31193833,90,5
chr16,31195323,31195529,206,5
chr16,31195717,31196259,542,11
chr16,31196500,31198122,1622,10
chr16,31198157,31199645,1488,6
chr16,31199678,31200443,765,12
chr16,31200547,31200985,438,12
chr16,31201462,31201595,133,19
chr16,31201719,31202062,343,17
chr16,31202163,31202283,120,16
chr16,31202431,31202719,288,24
chr16,31503407,31503517,110,5
chr16,46708572,46710494,1922,6
chr16,46711310,46712854,1544,5
chr16,46729997,46731369,1372,6
chr16,46998719,47001424,2705,6
chr16,50367608,50368621,1013,6
chr16,50388393,50388703,310,5
chr16,50388833,50402000,13167,9
chr16,53256667,53260277,3610,7
chr16,53261515,53262894,1379,5
chr16,53263012,53265330,2318,6
chr16,53279391,53279506,115,6
chr16,53473058,53476569,3511,5
chr16,53501081,53503827,2746,5
chr16,53513137,53513797,660,9
chr16,53513903,53514478,575,5
chr16,56466645,56468242,1597,6
chr16,56468357,56468665,308,5
chr16,56792567,56832387,39820,5
chr16,56868166,56868281,115,5
chr16,56868354,56868645,291,5
chr16,57188419,57197912,9493,6
chr16,57197977,57201004,3027,8
chr16,57206284,57206687,403,8
chr16,57206786,57207639,853,7
chr16,58218214,58220658,2444,5
chr16,58220760,58230636,9876,9
chr16,58555221,58557273,2052,5
chr16,58557406,58559082,1676,10
chr16,58583802,58585035,1233,6
chr16,58585723,58587685,1962,5
chr16,58587764,58589154,1390,6
chr16,58610486,58612602,2116,5
chr16,58616807,58616959,152,7
chr16,58633415,58663631,30216,9
chr16,66763002,66764014,1012,7
chr16,66837021,66839679,2658,8
chr16,66839929,66842423,2494,5
chr16,66847749,66850483,2734,23
chr16,66850575,66850867,292,7
chr16,67670754,67671590,836,6
chr16,69166592,69167360,768,5
chr16,70287703,70287821,118,6
chr16,70287941,70288523,582,8
chr16,70292120,70292882,762,5
chr16,70299005,70299440,435,17
chr16,70299565,70301561,1996,11
chr16,70311057,70316522,5465,10
chr16,70563102,70564647,1545,6
chr16,70597953,70598967,1014,7
chr16,71798351,71798548,197,6
chr16,71949631,71950364,733,7
chr16,71954725,71955245,520,5
chr16,72130908,72131575,667,6
chr16,75445850,75446432,582,5
chr16,75661891,75662466,575,6
chr16,75674247,75675461,1214,6
chr16,75675621,75681475,5854,6
chr16,81010076,81015410,5334,6
chr16,83843030,83845025,1995,6
chr16,85689523,85689948,425,6
chr16,85691210,85694751,3541,6
chr16,85697220,85698620,1400,6
chr16,85699953,85701745,1792,5
chr16,85702030,85704600,2570,11
chr16,85704704,85706010,1306,6
chr16,85838710,85839338,628,5
chr16,85839470,85840343,873,5
chr16,88644134,88653007,8873,6
chr16,88713246,88713508,262,7
chr16,88782891,88782966,75,8
chr16,88783139,88783213,74,5
chr16,88783619,88785981,2362,5
chr16,88786940,88787023,83,6
chr16,88873611,88873688,77,6
chr16,89352057,89352446,389,5
chr16,89575008,89576897,1889,5
chr16,89627120,89627347,227,52
chr16,89627471,89627634,163,23
chr16,89627776,89627985,209,17
chr16,89628159,89628742,583,28
chr16,89628799,89629291,492,55
chr16,89949920,89950989,1069,6
chr16,89951064,89952255,1191,12
chr16,89952374,89954059,1685,7
chr16,89954125,89958600,4475,5
chr17,663478,673108,9630,5
chr17,1248793,1257504,8711,32
chr17,1257641,1264385,6744,15
chr17,1264592,1265195,603,9
chr17,1265302,1268152,2850,40
chr17,1268352,1303340,34988,14
chr17,1424939,1437392,12453,6
chr17,1556977,1557070,93,5
chr17,1577974,1578445,471,5
chr17,1579348,1579500,152,5
chr17,1585587,1586826,1239,5
chr17,1586995,1587765,770,5
chr17,2234403,2235462,1059,6
chr17,2235653,2236254,601,15
chr17,2569384,2570285,901,5
chr17,3729137,3729380,243,6
chr17,4574826,4574985,159,5
chr17,4850115,4851557,1442,5
chr17,5212117,5235243,23126,7
chr17,5253924,5257653,3729,6
chr17,5336735,5336988,253,5
chr17,5337087,5338192,1105,5
chr17,5463363,5485178,21815,7
chr17,6916080,6916984,904,5
chr17,7127562,7127639,77,5
chr17,7127712,7127798,86,5
chr17,7128203,7128275,72,8
chr17,7144998,7145559,561,5
chr17,7214800,7214896,96,14
chr17,7214970,7215140,170,9
chr17,7399665,7399758,93,5
chr17,7402810,7403957,1147,5
chr17,7411794,7412262,468,5
chr17,7412951,7414533,1582,6
chr17,7480805,7480886,81,17
chr17,7481562,7481659,97,6
chr17,7810565,7810670,105,5
chr17,8281010,8283113,2103,26
chr17,8283254,8285460,2206,6
chr17,8285633,8286474,841,18
chr17,8381764,8383427,1663,6
chr17,8396342,8397050,708,10
chr17,8408224,8409635,1411,5
chr17,8415975,8416855,880,5
chr17,8439249,8445424,6175,5
chr17,12901825,12903472,1647,5
chr17,16024583,16029395,4812,6
chr17,16047010,16049689,2679,5
chr17,16284498,16285215,717,5
chr17,16285444,16285672,228,8
chr17,16342374,16342640,266,231
chr17,16342728,16343498,770,144
chr17,16342728,16342894,166,6
chr17,16342728,16342973,245,5
chr17,16342728,16342841,113,10
chr17,16343017,16343498,481,12
chr17,16343567,16344387,820,227
chr17,16344444,16344681,237,341
chr17,17152353,17158172,5819,5
chr17,18769265,18770594,1329,6
chr17,19349903,19349904,1,23
chr17,20279652,20279656,4,9
chr17,20771998,20795542,23544,7
chr17,21731202,21731429,227,8
chr17,25621461,25628813,7352,5
chr17,25638642,25639235,593,14
chr17,25938655,25944320,5665,5
chr17,26900639,26900752,113,6
chr17,26900952,26901084,132,5
chr17,26902562,26903818,1256,6
chr17,26905546,26905689,143,23
chr17,26905770,26906158,388,17
chr17,26906503,26906768,265,7
chr17,26911763,26912119,356,7
chr17,26912671,26912881,210,8
chr17,26913016,26913107,91,6
chr17,27000528,27001300,772,8
chr17,27001459,27001554,95,7
chr17,27008422,27008899,477,6
chr17,27011979,27013356,1377,6
chr17,27022565,27023861,1296,7
chr17,27047048,27047724,676,37
chr17,27050658,27050884,226,5
chr17,27209255,27209354,99,7
chr17,27591609,27594515,2906,6
chr17,27614734,27620800,6066,9
chr17,27794234,27802687,8453,5
chr17,27822745,27825335,2590,10
chr17,27825539,27829606,4067,6
chr17,27844674,27849297,4623,6
chr17,28506315,28507925,1610,5
chr17,29036829,29061914,25085,5
chr17,29096082,29096889,807,9
chr17,29159431,29161165,1734,5
chr17,29164332,29167634,3302,6
chr17,29187630,29192721,5091,5
chr17,29192818,29195350,2532,6
chr17,29195430,29196265,835,9
chr17,29219806,29220311,505,13
chr17,29221740,29221852,112,13
chr17,30190535,30192384,1849,14
chr17,30192457,30195064,2607,7
chr17,30205346,30205720,374,7
chr17,30302732,30303539,807,5
chr17,30310123,30315338,5215,7
chr17,30320352,30320883,531,9
chr17,30321740,30322582,842,5
chr17,30322781,30323816,1035,5
chr17,30528075,30529788,1713,5
chr17,30677345,30678804,1459,21
chr17,30678931,30685521,6590,6
chr17,30685660,30687616,1956,12
chr17,30695033,30696313,1280,6
chr17,30801842,30804538,2696,5
chr17,30806394,30806868,474,5
chr17,30806904,30807163,259,7
chr17,31103047,31105497,2450,6
chr17,33914447,33921026,6579,5
chr17,33925354,33932723,7369,5
chr17,33925354,33927955,2601,5
chr17,33935406,33951415,16009,5
chr17,33953861,33954403,542,5
chr17,34147441,34149643,2202,10
chr17,34149837,34151081,1244,11
chr17,34151202,34160910,9708,14
chr17,34160945,34161569,624,9
chr17,34161602,34163135,1533,15
chr17,34163245,34165427,2182,27
chr17,34165557,34169370,3813,8
chr17,34169463,34171080,1617,10
chr17,34171162,34171283,121,10
chr17,34172042,34173909,1867,17
chr17,34935849,34937773,1924,9
chr17,34937968,34941729,3761,10
chr17,34942628,34943426,798,8
chr17,35974398,35978336,3938,9
chr17,35979884,35980917,1033,5
chr17,36881229,36881809,580,5
chr17,37006467,37006614,147,113
chr17,37006728,37008856,2128,120
chr17,37008985,37009274,289,162
chr17,37009358,37009950,592,536
chr17,37054772,37070577,15805,8
chr17,37071399,37074857,3458,7
chr17,37356602,37357465,863,27
chr17,37357572,37358569,997,32
chr17,37358692,37359241,549,38
chr17,37359362,37360329,967,52
chr17,37360440,37360777,337,59
chr17,37818597,37819056,459,5
chr17,38290152,38290531,379,5
chr17,38318164,38318254,90,8
chr17,38318406,38318977,571,6
chr17,38325915,38326699,784,5
chr17,38545899,38546216,317,10
chr17,38546416,38547757,1341,7
chr17,38547892,38548319,427,16
chr17,38548363,38548469,106,21
chr17,38548593,38548836,243,32
chr17,38548989,38551700,2711,91
chr17,38551791,38552534,743,51
chr17,38552717,38554809,2092,19
chr17,38554893,38555024,131,40
chr17,38555189,38555291,102,41
chr17,38555383,38556123,740,15
chr17,38556319,38556460,141,9
chr17,38556661,38556780,119,23
chr17,38556915,38557101,186,9
chr17,38559306,38560403,1097,8
chr17,38560525,38560628,103,5
chr17,38560743,38561042,299,26
chr17,38561135,38562635,1500,17
chr17,38562745,38562835,90,18
chr17,38562941,38563083,142,10
chr17,38563194,38563800,606,11
chr17,38563926,38564218,292,7
chr17,38564376,38564743,367,13
chr17,38564882,38567360,2478,9
chr17,38567498,38567605,107,10
chr17,38567707,38567896,189,7
chr17,38568070,38569010,940,8
chr17,38569223,38569446,223,20
chr17,38569544,38569731,187,28
chr17,38569877,38572256,2379,22
chr17,38572320,38572673,353,12
chr17,38573147,38574022,875,18
chr17,38785245,38786965,1720,5
chr17,38792354,38792646,292,6
chr17,39845321,39846029,708,9
chr17,39846193,39846339,146,17
chr17,39846441,39847033,592,6
chr17,39847071,39847154,83,7
chr17,40025038,40025295,257,6
chr17,40134025,40134272,247,9
chr17,40134419,40135580,1161,10
chr17,40140914,40141421,507,5
chr17,40149257,40152499,3242,6
chr17,40265860,40266017,157,6
chr17,40266300,40266375,75,10
chr17,40266412,40266507,95,7
chr17,40384155,40428265,44110,5
chr17,40725184,40725328,144,8
chr17,40990816,40990961,145,6
chr17,41150488,41150765,277,25
chr17,41150848,41151949,1101,8
chr17,41152119,41154689,2570,35
chr17,41154800,41154888,88,27
chr17,41215390,41215890,500,5
chr17,41341136,41341604,468,6
chr17,42273786,42274296,510,6
chr17,42284735,42284821,86,5
chr17,42501860,42512432,10572,6
chr17,43138828,43159011,20183,8
chr17,43159120,43163875,4755,7
chr17,45219802,45221248,1446,6
chr17,45249430,45258927,9497,5
chr17,45259003,45266511,7508,6
chr17,45299221,45299745,524,6
chr17,45734426,45735873,1447,12
chr17,45740544,45741524,980,6
chr17,45745776,45747043,1267,8
chr17,45752148,45753774,1626,5
chr17,45754493,45755411,918,5
chr17,45755555,45755673,118,7
chr17,45755779,45757385,1606,20
chr17,45757500,45757873,373,9
chr17,45758035,45759769,1734,6
chr17,46053379,46054077,698,6
chr17,46055276,46056194,918,5
chr17,46056283,46057958,1675,5
chr17,46058700,46058802,102,5
chr17,46926739,46928450,1711,5
chr17,46928990,46929867,877,6
chr17,46929990,46930287,297,11
chr17,46930374,46933453,3079,7
chr17,46933549,46937675,4126,7
chr17,47115811,47117318,1507,5
chr17,47117453,47118739,1286,5
chr17,47118862,47119603,741,7
chr17,47888936,47893164,4228,5
chr17,48462652,48465420,2768,9
chr17,48818607,48819017,410,5
chr17,48819092,48821066,1974,13
chr17,48821171,48822012,841,20
chr17,48822174,48823080,906,13
chr17,48823364,48823902,538,17
chr17,48824063,48827861,3798,20
chr17,48941524,48943418,1894,24
chr17,49071296,49072417,1121,5
chr17,49072585,49072804,219,8
chr17,49072894,49073925,1031,5
chr17,49082624,49083445,821,11
chr17,49091714,49097519,5805,8
chr17,49097619,49098518,899,5
chr17,49119012,49124735,5723,5
chr17,49124830,49133772,8942,10
chr17,49243858,49244187,329,8
chr17,49244317,49245602,1285,9
chr17,49247410,49248847,1437,6
chr17,55334499,55334826,327,6
chr17,55335715,55339511,3796,8
chr17,55478832,55607036,128204,9
chr17,55917296,55918286,990,10
chr17,56066630,56067009,379,5
chr17,56081362,56082283,921,36
chr17,56082961,56083161,200,6
chr17,56164583,56166502,1919,7
chr17,57233166,57247108,13942,7
chr17,57272216,57272691,475,8
chr17,57272804,57274904,2100,5
chr17,57274964,57275053,89,5
chr17,57721844,57724758,2914,5
chr17,57725762,57728563,2801,8
chr17,57728677,57733214,4537,6
chr17,57733388,57737751,4363,11
chr17,57737949,57738803,854,10
chr17,57739004,57741202,2198,11
chr17,57742270,57743463,1193,6
chr17,57746301,57751007,4706,19
chr17,57751133,57752061,928,5
chr17,57759200,57759631,431,6
chr17,57760154,57760267,113,6
chr17,57760375,57760455,80,7
chr17,57761346,57762416,1070,8
chr17,57763169,57767996,4827,7
chr17,57768072,57771088,3016,9
chr17,57915758,57917128,1370,13
chr17,59924581,59926489,1908,5
chr17,60061728,60062011,283,5
chr17,60072726,60087910,15184,12
chr17,60130066,60140427,10361,9
chr17,60598205,60599564,1359,6
chr17,60637487,60642361,4874,5
chr17,61824321,61829299,4978,14
chr17,61829467,61829679,212,12
chr17,61842207,61843271,1064,16
chr17,61869922,61875397,5475,6
chr17,61890814,61892922,2108,5
chr17,61905569,61906853,1284,6
chr17,61907309,61907492,183,10
chr17,61908295,61908395,100,5
chr17,62496444,62496666,222,15
chr17,62498187,62498279,92,9
chr17,62498341,62498556,215,23
chr17,62499216,62499305,89,17
chr17,62499466,62499547,81,5
chr17,62500234,62500339,105,8
chr17,62500436,62500794,358,30
chr17,62500960,62502193,1233,5
chr17,62529126,62529234,108,5
chr17,65162724,65163578,854,6
chr17,65185812,65186272,460,6
chr17,65338379,65340721,2342,10
chr17,65343366,65343451,85,9
chr17,65343601,65344665,1064,7
chr17,65716078,65717493,1415,9
chr17,65718753,65720164,1411,6
chr17,65732870,65733186,316,5
chr17,65888150,65889485,1335,6
chr17,65889841,65890149,308,5
chr17,65900034,65900817,783,7
chr17,65905877,65906992,1115,8
chr17,65919106,65920662,1556,9
chr17,66033323,66033473,150,9
chr17,66036882,66038200,1318,5
chr17,66519067,66519865,798,7
chr17,66519957,66520156,199,6
chr17,66520218,66521052,834,7
chr17,66521099,66521894,795,7
chr17,66522053,66523980,1927,7
chr17,66526142,66526417,275,6
chr17,68124298,68124783,485,5
chr17,72199849,72200056,207,17
chr17,72199884,72200056,172,23
chr17,72200097,72200268,171,43
chr17,72200329,72205325,4996,55
chr17,72205448,72205942,494,34
